hr,steps,temp,calories
68,0,83.3,1.5
66,0,83.3,1.4
66,0,83.3,1.5
63,0,83.3,1.5
71,0,84.2,1.4
67,0,84.2,1.5
64,0,85.1,1.5
72,0,85.1,1.4
64,0,85.1,1.5
68,0,86,1.5
69,0,86,1.4
68,0,86,1.5
68,0,86,1.5
68,0,86.9,1.4
68,0,86.9,1.5
68,0,86.9,1.5
71,0,86.9,1.4
68,0,87.8,1.5
68,0,87.8,1.5
67,0,87.8,1.4
69,0,87.8,1.5
69,0,87.8,1.5
72,0,88.7,1.4
67,0,88.7,1.5
71,15,88.7,1.5
95,0,88.7,1.5
101,37,88.7,1.4
98,0,87.8,1.5
90,0,87.8,1.5
89,0,86.9,1.4
94,8,86.9,2.6
94,9,86,2.8
91,0,86,2.4
107,0,86,4.7
106,10,86,4.1
100,11,86,3
100,8,85.1,3.9
100,67,85.1,3.2
86,0,85.1,2
78,0,85.1,1.7
92,11,85.1,2.5
94,20,85.1,2.7
92,25,85.1,2.4
81,0,84.2,1.9
89,0,84.2,2.3
83,0,84.2,2.1
98,0,84.2,2.9
86,0,84.2,2.2
89,0,84.2,1.9
74,0,83.3,1.6
85,35,83.3,2.3
111,0,83.3,6.1
110,28,83.3,4.9
101,33,83.3,3.8
95,21,83.3,3.1
88,12,83.3,2.5
96,31,83.3,3.4
86,28,83.3,2.2
83,0,84.2,1.8
79,0,84.2,1.7
84,24,84.2,1.9
90,0,83.3,2.4
76,13,83.3,1.6
95,99,82.4,2.8
114,87,81.5,6.8
115,88,80.6,7.4
121,83,78.8,8.2
95,79,77.9,2.8
81,56,77,1.8
83,9,76.1,2
85,14,75.2,1.9
100,114,74.3,4.2
108,109,74.3,5.2
117,101,73.4,7.8
111,101,72.5,6.5
103,103,71.6,3.6
108,47,70.7,4.9
99,0,70.7,3
87,0,70.7,1.9
93,0,71.6,2.5
95,0,73.4,2.8
96,0,74.3,2.6
100,112,75.2,3.1
99,115,75.2,3.4
98,123,76.1,3.2
86,103,75.2,2.5
103,123,75.2,4.2
116,124,74.3,8.5
123,122,73.4,9.8
95,70,73.4,3.2
104,47,71.6,4.4
101,6,71.6,3.3
92,15,72.5,2.9
85,23,72.5,2.2
78,66,73.4,2
107,124,74.3,5.9
94,124,75.2,3.3
97,127,75.2,3.5
107,124,74.3,5
95,46,74.3,3
106,128,74.3,6.1
127,129,74.3,10.6
125,128,73.4,10
123,128,73.4,9.8
111,118,73.4,7.3
114,98,72.5,8.1
98,0,72.5,4.1
84,0,73.4,1.8
86,27,73.4,2.1
93,0,74.3,2.5
92,0,74.3,2.5
104,84,74.3,4.2
124,120,75.2,9.8
111,1,76.1,4.9
92,0,76.1,2.5
89,0,76.1,2.1
88,0,76.1,2.2
80,0,76.1,1.8
80,0,76.1,1.8
81,0,76.1,1.9
77,0,77,1.7
89,0,77,2.1
82,0,78.8,1.8
84,0,79.7,2
85,0,80.6,1.9
86,0,81.5,2
90,0,82.4,2.3
106,116,83.3,6
137,123,83.3,11.8
115,44,83.3,7.9
97,37,82.4,2.6
96,101,82.4,2.8
100,73,82.4,3.5
101,12,82.4,3.3
95,22,82.4,2.6
81,28,83.3,2
99,18,83.3,3.1
87,0,84.2,2
92,0,84.2,2.5
95,0,84.2,2.7
93,0,85.1,2.4
89,0,85.1,2.2
80,0,85.1,1.6
80,0,86,1.7
86,0,86,2.3
92,0,86,2.4
87,0,86,2
90,0,86,2.2
92,13,86.9,2.6
89,16,86.9,2.2
93,0,86.9,2.6
91,13,86,2.3
92,0,86,2.4
73,0,86,1.5
78,0,86,1.6
93,0,86,2.5
78,0,86.9,1.7
90,0,86.9,2.3
88,10,86.9,2.3
89,0,86.9,2.2
90,0,86.9,2.3
90,0,86.9,2.2
88,0,86.9,2.2
84,0,86.9,1.9
90,0,86.9,2.3
92,0,86.9,2.5
87,0,87.8,2
85,0,87.8,1.8
90,0,87.8,2.2
87,0,87.8,2
88,0,87.8,2.1
89,0,88.7,2.2
88,0,88.7,2.1
86,0,88.7,2.1
86,0,88.7,2
89,0,88.7,2.2
91,0,88.7,2.3
88,0,88.7,2.2
89,0,89.6,2.1
89,0,89.6,2.1
89,0,89.6,2.2
91,0,89.6,2.4
96,0,89.6,2.7
87,0,89.6,2.1
86,0,89.6,2
84,0,89.6,1.8
91,0,89.6,2.4
88,0,89.6,2.1
90,0,89.6,2.2
94,0,89.6,2.4
93,0,89.6,2.5
92,0,89.6,2.4
94,0,89.6,2.6
94,0,90.5,2.5
95,0,90.5,2.6
98,0,90.5,2.8
103,0,90.5,3.5
100,0,90.5,3
97,21,90.5,2.9
97,0,90.5,3.1
99,15,90.5,3.1
112,0,90.5,7.1
102,0,90.5,4.4
90,0,89.6,2.3
98,0,89.6,2.9
96,0,89.6,2.6
93,0,89.6,2.4
92,0,89.6,2.4
95,0,89.6,2.7
96,0,89.6,2.6
97,0,89.6,2.8
95,0,89.6,2.6
97,0,89.6,2.8
96,0,89.6,2.6
93,0,89.6,2.6
92,0,89.6,2.4
96,0,89.6,2.7
95,0,89.6,2.7
95,0,89.6,2.6
102,0,89.6,3.2
96,13,89.6,2.8
110,9,89.6,5.8
96,0,89.6,2.7
96,0,89.6,2.7
95,0,89.6,2.5
102,31,88.7,3.9
101,0,88.7,2.8
94,0,88.7,2.6
93,0,88.7,2.3
94,0,88.7,2.5
96,0,88.7,2.6
96,0,88.7,2.7
107,0,88.7,5.1
112,0,88.7,7.5
109,0,88.7,4.8
114,0,88.7,7.7
116,0,88.7,8
113,0,88.7,7.7
109,0,88.7,5.6
111,0,88.7,6.4
109,0,88.7,5.8
105,0,88.7,3.9
116,0,88.7,7.9
116,0,88.7,8.3
125,0,88.7,9.4
116,0,88.7,7.7
118,34,88.7,8.7
107,0,88.7,4.8
97,0,87.8,2.8
101,0,87.8,3.1
99,0,87.8,2.9
98,0,87.8,2.8
97,0,87.8,2.7
96,0,87.8,2.7
97,0,87.8,2.7
98,0,88.7,2.9
96,0,88.7,2.7
95,42,88.7,2.9
106,30,89.6,4.6
110,58,89.6,6.1
117,11,89.6,8.1
101,0,89.6,2.3
100,13,88.7,3
108,0,88.7,4.7
102,21,88.7,3.2
99,0,88.7,2.8
101,0,88.7,2.9
102,0,88.7,3.8
108,0,88.7,5
107,0,88.7,4.8
107,0,88.7,4.4
110,0,88.7,6.6
112,0,88.7,7.3
102,0,88.7,3.3
106,0,88.7,4.2
104,0,89.6,4.6
99,0,89.6,2.9
97,0,89.6,2.8
99,0,89.6,2.8
98,0,89.6,2.9
99,0,88.7,2.9
98,0,89.6,2.8
92,0,89.6,2.4
95,0,89.6,2.6
90,0,89.6,2.3
92,0,89.6,2.4
94,36,90.5,2.8
95,69,90.5,3
101,49,90.5,3.2
100,12,90.5,3.3
101,0,89.6,3.1
92,0,89.6,2.4
97,0,89.6,2.7
103,0,89.6,3.6
106,0,89.6,4.7
106,0,89.6,4
103,0,89.6,3.5
100,0,90.5,2.9
98,0,89.6,2.8
98,0,89.6,2.8
94,0,90.5,2.6
99,0,90.5,2.8
100,0,90.5,3.1
94,0,90.5,2.5
105,0,90.5,4.3
98,0,90.5,2.9
94,0,90.5,2.6
103,0,90.5,3.1
94,0,90.5,2.5
98,0,89.6,2.7
97,0,89.6,2.8
95,0,89.6,2.6
89,0,89.6,2.2
92,0,90.5,2.3
97,0,89.6,2.8
97,0,90.5,2.7
97,0,89.6,2.8
100,0,89.6,3
104,0,89.6,3.8
100,0,89.6,3
99,0,90.5,2.9
95,0,89.6,2.5
93,0,89.6,2.5
100,0,89.6,3.1
103,0,89.6,3.3
104,0,89.6,3.1
103,0,89.6,3.2
104,0,89.6,3.2
103,0,89.6,3.2
102,0,89.6,3.1
99,0,89.6,2.9
96,0,90.5,2.7
92,0,89.6,2.3
99,0,89.6,2.9
99,0,89.6,2.9
97,0,89.6,2.8
97,0,89.6,2.7
96,0,89.6,2.7
90,0,89.6,2.3
99,0,89.6,2.8
94,0,89.6,2.5
100,0,89.6,3
98,0,89.6,2.8
102,0,89.6,3.4
92,0,89.6,2.5
99,33,89.6,2.9
111,0,89.6,6.8
104,33,89.6,4.1
102,0,89.6,3.2
97,0,89.6,2.8
97,0,88.7,2.9
95,0,88.7,2.7
107,10,88.7,5
101,0,88.7,3.4
99,0,87.8,3
100,0,87.8,3.1
100,0,87.8,3
103,9,87.8,3.9
104,0,87.8,3.4
105,21,87.8,4.5
106,0,87.8,4.5
90,0,87.8,2.3
96,0,86.9,2.6
98,0,86.9,2.9
96,0,86.9,2.7
105,0,87.8,3.6
105,0,87.8,4.4
101,0,87.8,3.3
100,0,87.8,3.6
104,0,87.8,3.8
104,0,86.9,4
92,0,87.8,2.3
97,0,87.8,2.8
98,0,87.8,2.8
101,0,87.8,3.1
95,0,87.8,2.7
98,0,87.8,2.8
100,0,87.8,2.9
102,0,87.8,3.5
90,0,87.8,2.3
89,0,87.8,2.2
92,0,87.8,2.4
93,0,87.8,2.2
94,0,87.8,2.6
92,0,88.7,2.5
90,0,88.7,2.3
92,0,88.7,2.5
94,0,88.7,2.5
94,0,88.7,2.5
95,0,88.7,2.7
93,0,88.7,2.5
93,0,88.7,2.5
94,0,88.7,2.6
98,0,88.7,3
96,0,88.7,2.8
92,0,88.7,2.5
92,0,88.7,2.4
96,0,88.7,2.7
94,0,88.7,2.7
91,0,88.7,2.4
92,0,88.7,2.6
92,0,88.7,2.5
98,0,88.7,3.2
96,0,88.7,3
95,0,88.7,2.6
87,0,88.7,2.1
89,0,87.8,2.2
89,0,87.8,2.2
93,0,87.8,2.5
92,0,88.7,2.4
94,42,88.7,2.9
96,0,88.7,2.7
94,18,87.8,2.7
95,0,87.8,2.6
92,0,87.8,2.4
94,0,87.8,2.6
97,0,86.9,2.8
91,0,86.9,2.4
93,0,86.9,2.6
92,0,86.9,2.5
89,0,86.9,2.2
88,0,86.9,2.1
89,0,86.9,2.2
88,35,86.9,2.5
99,35,86.9,3.1
95,0,86.9,2.6
89,0,86.9,2.2
91,0,86.9,2.4
93,0,86.9,2.5
89,0,87.8,2.2
94,0,87.8,2.6
96,0,87.8,2.6
93,0,87.8,2.5
92,0,88.7,2.4
95,29,88.7,2.8
100,0,88.7,3
93,0,88.7,2.5
89,0,88.7,2.3
92,0,88.7,2.3
87,0,88.7,2.1
84,0,88.7,1.9
86,0,88.7,1.9
87,0,88.7,2.1
93,0,88.7,2.6
92,0,88.7,2.3
90,0,88.7,2.3
87,0,88.7,2
89,0,88.7,2.3
90,0,88.7,2.2
91,0,88.7,2.4
91,0,88.7,2.4
83,0,88.7,1.7
88,0,88.7,2.2
91,0,88.7,2.4
90,0,88.7,2.2
89,0,88.7,2.2
92,0,88.7,2.4
92,0,88.7,2.4
91,0,88.7,2.4
86,0,88.7,2
85,0,88.7,1.9
85,0,88.7,2
86,0,88.7,2
91,0,88.7,2.3
86,0,88.7,2
72,0,88.7,1.6
74,0,88.7,1.5
89,0,88.7,2.1
84,0,88.7,2
91,0,88.7,2.3
94,0,88.7,2.5
90,0,88.7,2.3
88,0,89.6,2.1
98,0,89.6,2.8
89,0,89.6,2.2
91,0,89.6,2.4
89,0,88.7,2.2
92,0,88.7,2.5
92,0,88.7,2.4
92,0,88.7,2.3
89,0,89.6,2.2
82,0,88.7,1.7
86,0,88.7,2
89,0,88.7,2.1
86,0,88.7,2
92,0,88.7,2.4
89,0,88.7,2.2
89,0,88.7,2.1
91,0,89.6,2.3
91,0,89.6,2.5
98,57,89.6,3.1
100,93,88.7,3.4
101,36,88.7,3.7
96,82,88.7,2.9
88,18,88.7,2.4
93,0,87.8,2.6
85,0,87.8,1.9
82,0,87.8,1.8
75,0,87.8,1.6
93,0,87.8,2.3
88,0,87.8,2.1
93,0,87.8,2.6
101,0,87.8,3.4
83,0,87.8,1.7
81,0,87.8,1.7
87,0,87.8,2
82,0,87.8,1.6
80,0,87.8,1.6
83,0,87.8,1.8
82,0,88.7,1.8
69,22,87.8,1.5
68,0,87.8,1.5
77,0,87.8,1.5
71,0,87.8,1.5
83,0,87.8,1.8
83,0,86.9,1.8
68,0,86.9,1.5
71,0,86.9,1.4
70,0,86.9,1.5
70,0,86.9,1.5
76,0,86.9,1.5
80,0,86,1.5
80,0,85.1,1.6
86,56,83.3,2.3
98,82,82.4,3.3
105,110,81.5,4.3
97,86,81.5,3.3
102,89,81.5,3.6
126,26,81.5,9.7
99,0,81.5,3.4
85,0,81.5,2
83,0,82.4,1.9
97,0,82.4,2.7
104,0,82.4,3.3
101,0,82.4,3.4
100,20,81.5,3.3
98,10,81.5,3
97,107,81.5,3.1
96,0,81.5,2.7
91,15,81.5,2.8
98,42,81.5,2.8
88,0,81.5,2.1
85,0,82.4,2.1
84,0,82.4,1.8
83,0,82.4,1.8
77,0,82.4,1.5
85,0,83.3,1.9
87,0,83.3,2
89,0,83.3,2.1
85,0,84.2,1.9
84,0,84.2,1.9
91,0,84.2,2.2
87,0,84.2,2.1
89,0,85.1,2.1
95,0,85.1,2.5
88,0,85.1,2.1
90,0,85.1,2.3
79,0,86,1.6
89,0,86,2.3
85,0,86,2
87,0,86,2
90,0,86,2.3
93,0,86,2.6
91,0,86.9,2.4
94,0,86.9,2.5
86,16,86.9,2.1
93,0,86.9,2.4
83,0,86.9,1.8
99,0,86.9,2.8
84,0,86.9,1.9
88,8,87.8,2.4
100,0,87.8,3.5
94,13,87.8,2.7
94,1,87.8,2.7
88,0,87.8,2.1
94,8,87.8,2.7
89,0,87.8,2.2
84,0,87.8,2
83,0,87.8,1.8
85,0,86.9,1.9
87,0,86.9,2.1
87,0,86.9,1.9
87,0,86.9,2.1
87,0,87.8,2
85,0,87.8,1.9
89,0,86.9,2.2
85,0,87.8,2.1
101,0,87.8,3.2
89,11,87.8,2.3
82,10,87.8,1.8
92,0,87.8,2.6
87,0,87.8,2.1
89,0,87.8,2.2
87,0,87.8,2
86,0,87.8,2
88,0,87.8,2.2
86,0,87.8,1.9
91,0,87.8,2.4
97,0,87.8,2.8
89,0,87.8,2.2
91,0,87.8,2.4
87,0,87.8,2.1
97,30,88.7,3
95,9,88.7,2.8
95,0,87.8,2.8
93,0,87.8,2.5
96,0,87.8,2.6
93,0,86.9,2.5
90,9,86.9,2.7
86,0,87.8,2.3
88,21,87.8,2.4
97,0,87.8,2.8
85,29,87.8,2.3
94,25,87.8,3.1
100,127,87.8,3.4
108,84,87.8,4.5
99,0,86.9,2.6
96,0,86,2.9
84,0,86,1.9
84,0,86,1.9
84,0,86,1.9
94,0,86,2.6
89,0,86,2.3
84,0,86,1.9
90,0,86,2.2
87,0,86,2.3
90,0,86,2.4
83,0,86,2.1
83,14,86,2.2
103,39,85.1,4.4
90,113,85.1,2.6
107,108,84.2,5.8
102,59,83.3,3.8
98,0,83.3,3.3
108,0,83.3,5.7
96,19,83.3,3.1
93,75,84.2,2.7
94,40,84.2,2.8
97,57,84.2,3.1
97,32,84.2,2.9
97,88,84.2,3.1
98,21,84.2,2.9
92,0,84.2,2.6
93,23,85.1,2.7
99,47,85.1,3.3
99,23,85.1,2.5
95,0,85.1,2.7
93,0,86,2.5
95,0,86,2.8
86,13,86,2.1
98,34,86.9,3.3
102,0,86.9,3.6
90,0,86.9,2.3
89,0,86.9,2.3
91,0,86.9,2.3
92,0,86.9,2.4
93,0,86.9,2.5
87,0,86.9,2.1
85,0,87.8,2
82,0,87.8,1.7
89,0,86.9,2.3
88,0,86.9,2.2
91,0,87.8,2.4
91,59,87.8,2.7
94,28,87.8,2.5
85,0,87.8,2
89,0,87.8,2.3
88,0,86.9,2.1
85,0,87.8,2.1
87,0,87.8,2
89,0,88.7,2.2
92,0,88.7,2.4
83,0,88.7,1.8
88,0,89.6,2.2
92,0,89.6,2.4
90,38,88.7,2.4
89,43,88.7,2.4
95,93,88.7,2.9
92,70,87.8,2.6
80,28,87.8,1.8
88,51,86.9,2.3
93,8,86.9,2.5
81,57,86.9,2
98,0,86.9,2.8
101,36,86,3
100,25,86,3.3
88,0,85.1,2.2
92,0,85.1,2.5
92,77,84.2,2.8
87,0,84.2,2.2
81,61,83.3,2
76,16,83.3,1.7
68,5,83.3,1.4
60,0,83.3,1.5
83,0,83.3,1.9
85,0,83.3,1.9
85,0,83.3,2.1
71,0,83.3,1.5
86,0,84.2,2.1
100,9,84.2,3
85,0,84.2,2.2
89,28,84.2,2.4
84,30,85.1,2.2
78,0,85.1,1.8
88,0,85.1,2.3
93,65,85.1,2.7
86,90,85.1,2.4
87,48,85.1,2.2
96,11,84.2,3
101,0,84.2,4.3
101,0,84.2,4.3
87,0,84.2,2.1
88,0,84.2,2.3
87,0,84.2,2.2
94,0,84.2,2.9
102,76,84.2,3.9
96,42,84.2,2.9
87,26,84.2,2.3
95,0,83.3,2.7
91,0,83.3,2.4
94,0,83.3,2.9
92,0,82.4,2.5
101,14,82.4,3.4
99,55,82.4,3.6
86,0,82.4,2.1
89,0,82.4,2.3
88,0,82.4,2.2
86,0,82.4,2
88,44,82.4,2.4
101,4,83.3,3.6
99,0,83.3,3.1
91,0,83.3,3.1
87,0,83.3,2.1
83,0,83.3,1.9
88,0,83.3,2.3
89,0,83.3,2.5
92,0,83.3,2.8
104,20,83.3,4.6
98,33,83.3,3.1
95,0,83.3,2.5
108,14,83.3,6
115,23,83.3,5.3
121,13,83.3,9.5
108,10,83.3,6.4
92,0,83.3,2.5
101,0,83.3,3.7
94,0,83.3,2.5
96,0,83.3,2.9
94,0,83.3,2.7
99,0,83.3,3.5
98,0,84.2,3.2
109,11,83.3,4.8
93,12,83.3,2.8
97,11,83.3,3.3
108,0,83.3,6.3
111,0,83.3,6
110,21,83.3,6
97,11,82.4,3.5
102,0,82.4,3.7
103,0,82.4,4.8
100,12,82.4,3.2
90,0,82.4,2.1
82,0,82.4,1.9
94,0,82.4,2.8
102,0,82.4,4.5
96,0,82.4,2.8
96,0,82.4,2.9
105,0,82.4,4.9
117,20,83.3,8.3
92,0,83.3,2.7
85,0,83.3,1.9
84,0,82.4,1.9
82,0,82.4,1.9
97,0,82.4,3
89,0,82.4,2.3
83,0,82.4,2
89,0,83.3,2.3
87,0,83.3,2.1
90,0,83.3,2.3
89,0,83.3,2.3
86,0,84.2,2.3
86,0,84.2,2
88,0,84.2,2.3
86,0,84.2,2.1
91,0,85.1,2.4
94,0,85.1,2.8
110,0,85.1,5.2
97,9,85.1,3.8
101,21,85.1,3.6
104,12,85.1,4.2
99,0,86,3.1
92,0,86,2.5
88,0,86,2.1
90,0,86,2.3
91,0,86,2.5
92,0,86,2.5
92,0,86,2.5
88,0,86,2.2
86,0,86,2
87,0,85.1,2.2
90,0,85.1,2.3
92,20,86,2.6
86,12,86.9,2.7
98,0,86,3
86,0,86,2.2
90,0,86,2.3
98,12,86,3.6
104,0,86,5.2
109,0,86,5.4
109,8,86.9,6.3
111,0,89.6,6.7
120,15,90.5,8.7
113,23,90.5,7
94,53,89.6,3
100,30,88.7,3.7
101,78,87.8,3.6
97,60,86.9,2.5
90,0,86,2.3
90,0,86,2.3
90,0,85.1,2.4
98,0,85.1,3
101,13,85.1,3.9
110,0,84.2,6.8
89,0,84.2,2.4
90,0,84.2,2.2
87,0,84.2,2.2
86,0,84.2,2
87,0,84.2,2.2
89,0,84.2,2.3
89,0,84.2,2.4
88,0,84.2,2.3
90,11,85.1,2.6
100,20,85.1,3.4
97,21,85.1,3.1
91,29,85.1,2.6
99,20,85.1,3.3
97,0,85.1,2.8
100,0,85.1,3.9
96,0,85.1,2.9
90,0,85.1,2.3
85,0,85.1,2
88,0,85.1,2.3
91,0,85.1,2.4
95,0,85.1,2.7
95,0,85.1,2.7
97,0,86,2.9
100,0,86.9,3.1
100,0,86.9,3
100,0,87.8,3.1
89,0,88.7,2.4
93,0,88.7,2.6
97,7,88.7,3
108,0,88.7,5.7
106,0,88.7,5.1
100,0,88.7,3.1
101,0,88.7,3.2
100,0,88.7,3.1
104,0,88.7,3.6
103,0,88.7,3.3
104,0,89.6,4
104,0,89.6,4.1
104,0,89.6,3.8
103,0,90.5,3.3
100,0,90.5,3.3
94,0,91.4,2.6
90,0,91.4,2.4
90,0,90.5,2.3
91,0,90.5,2.4
91,0,90.5,2.5
88,0,89.6,2.2
87,0,90.5,2.1
87,0,90.5,2.1
89,0,89.6,2.3
84,0,89.6,2
88,0,89.6,2.2
89,0,89.6,2.3
88,0,89.6,2.2
89,0,89.6,2.3
90,0,89.6,2.3
91,0,88.7,2.5
89,0,89.6,2.3
91,0,89.6,2.4
90,0,89.6,2.4
90,0,89.6,2.3
91,0,89.6,2.5
94,0,89.6,2.6
97,0,89.6,3.1
93,0,89.6,2.6
87,0,89.6,2.2
92,0,90.5,2.4
91,0,90.5,2.5
80,0,90.5,1.8
86,0,90.5,2.2
87,0,90.5,2.2
97,0,90.5,3.1
104,0,90.5,5
108,0,90.5,6.7
98,0,90.5,3
91,0,89.6,2.4
93,0,89.6,2.6
94,0,89.6,2.6
93,0,88.7,2.6
88,0,88.7,2.2
91,0,88.7,2.5
91,0,88.7,2.5
93,0,89.6,2.5
91,0,89.6,2.4
91,0,88.7,2.5
92,0,88.7,2.5
93,0,88.7,2.7
89,0,88.7,2.3
90,0,88.7,2.4
92,0,88.7,2.5
91,0,88.7,2.4
95,0,88.7,2.7
91,0,88.7,2.3
91,0,88.7,2.4
90,0,89.6,2.4
90,0,88.7,2.3
91,0,88.7,2.4
94,0,88.7,2.7
90,0,88.7,2.6
85,0,89.6,2
87,0,89.6,2.1
88,0,89.6,2.3
90,0,89.6,2.3
85,0,89.6,2.1
86,0,89.6,2
86,0,89.6,2
84,0,89.6,2
86,0,89.6,2
86,0,89.6,2
88,0,89.6,2.3
85,0,89.6,1.9
87,0,88.7,2.1
86,0,88.7,2
88,0,88.7,2.2
89,0,88.7,2.2
86,0,88.7,2.1
88,0,88.7,2.2
88,0,87.8,2.1
90,0,87.8,2.3
87,0,87.8,2.2
87,0,87.8,2.1
87,0,87.8,2.1
89,0,87.8,2.3
89,0,86.9,2.2
90,0,86.9,2.4
85,0,87.8,2
87,0,88.7,2.1
87,0,88.7,2.2
89,0,88.7,2.3
91,0,88.7,2.3
88,0,88.7,2.2
88,0,88.7,2.4
88,0,88.7,2.3
91,0,88.7,2.6
94,12,88.7,2.5
90,0,88.7,2.5
97,0,88.7,3.1
92,0,88.7,2.6
88,0,88.7,2.3
86,0,88.7,2.1
78,0,87.8,1.7
82,0,87.8,1.7
82,0,87.8,1.9
81,0,87.8,1.7
82,0,86.9,1.7
83,0,86.9,1.8
80,0,86.9,1.7
82,0,86.9,1.7
82,0,86.9,1.7
89,0,86,2.3
83,0,86.9,1.8
83,0,86.9,1.9
74,0,86.9,1.5
74,0,86.9,1.5
78,0,86.9,1.5
83,0,86.9,1.9
73,0,86.9,1.5
83,0,86.9,2
80,0,86.9,1.7
78,0,86.9,1.6
80,0,86.9,1.6
77,0,86.9,1.5
79,0,86.9,1.6
80,0,86.9,1.6
79,0,86.9,1.6
79,0,86.9,1.6
80,0,86.9,1.6
80,0,86,1.6
82,0,86,1.8
77,0,86,1.6
87,0,86,2.3
106,0,86,5.4
86,0,86.9,2.1
93,0,87.8,2.6
85,0,87.8,2.1
89,15,87.8,2.5
90,0,87.8,2.4
83,0,87.8,1.8
82,0,87.8,1.8
86,0,87.8,2
79,0,86.9,1.6
81,0,86.9,1.7
79,0,86.9,1.7
79,0,86.9,1.6
82,0,86.9,1.8
85,0,86.9,1.9
85,0,86.9,1.9
83,0,86.9,1.8
85,0,86.9,1.9
93,0,86.9,3.1
104,0,86.9,5.2
